Time_stamp,Irradiance,P1 (kW),Q1 (kvar),P2 (kW),Q2 (kvar),P3 (kW),Q3 (kvar)
04-17 12:00,470,-7166.53,2804.46,-7072.47,2590.96,-7095.84,2968.26
04-17 13:00,328,-6753.14,2381.29,-6658.91,2200.2,-6712.85,2536.94
04-17 14:00,220,-5848.25,1686.3,-5789.26,1565.72,-5868.19,1814.86
04-17 15:00,164,-4581.66,928.587,-4557.95,858.008,-4619.68,992.763
04-17 16:00,183,-3064.3,301.002,-3080.82,268.267,-3104.15,316.648
04-17 17:00,113,112.968,-202.616,76.087,-215.106,92.2973,-214.241
04-17 18:00,0,201.447,-156.026,134.661,-181.89,164.179,-177.572
04-17 19:00,0,336.048,-82.1852,223.295,-126.027,273.205,-116.198
04-17 20:00,0,334.57,-83.0409,222.32,-126.645,272.004,-116.877
04-17 21:00,0,338.826,-80.5763,225.134,-124.863,275.463,-114.919
04-17 22:00,0,346.947,-75.8539,230.756,-124.618,281.967,-111.211
04-17 23:00,0,352.581,-72.5851,234.484,-122.252,286.547,-108.614
04-18 0:00,0,354.724,-71.3416,235.899,-121.353,288.288,-107.626
04-18 1:00,0,338.363,-80.8285,225.074,-128.221,274.992,-115.162
04-18 2:00,0,365.738,-68.3383,243.322,-120.027,297.403,-105.84
04-18 3:00,0,387.486,-55.6772,257.718,-110.871,315.091,-95.7895
04-18 4:00,0,404.457,-45.7706,268.947,-103.717,328.895,-87.9316
04-18 5:00,0,424.182,-34.2272,282,-95.3884,344.943,-78.7808
04-18 6:00,5,455.015,-16.1216,302.406,-82.3397,370.035,-64.4403
04-18 7:00,35,469.239,-7.7429,311.75,-76.3523,381.54,-57.8511
04-18 8:00,189,-1813.77,116.273,-1932.21,79.5773,-1886.3,99.3467
04-18 9:00,325,-2783.71,308.555,-2865.19,271.72,-2840.56,310.277
04-18 10:00,326,-3187,424.281,-3259.54,385.188,-3242.03,435.932
04-18 11:00,467,-2986.45,362.917,-3064.73,326.018,-3045.07,370.713
04-18 12:00,663,-2167.32,152.354,-2257.54,120.085,-2228.84,144.725
04-18 13:00,510,-2060.1,91.7548,-2128.88,64.1444,-2110.7,85.23
04-18 14:00,426,-2565.77,154.368,-2600.81,127.883,-2603.79,158.861
04-18 15:00,554,-2813.85,186.317,-2821.29,159.74,-2838.67,196.607
04-18 16:00,583,-2478.11,91.6302,-2487.51,70.2237,-2503.24,97.3977
04-18 17:00,567,114.852,-201.557,77.367,-214.31,93.8681,-213.37
04-18 18:00,0,183.152,-166.366,122.468,-189.475,149.023,-182.627
04-18 19:00,0,298.544,-103.819,198.828,-144.832,242.747,-133.389
04-18 20:00,0,289.157,-109.223,192.615,-148.756,235.121,-137.69
04-18 21:00,0,273.13,-118.432,182.008,-155.447,222.098,-145.025
04-18 22:00,0,265.946,-122.553,177.257,-158.442,216.263,-148.309
04-18 23:00,0,250.004,-131.681,166.739,-165.064,203.349,-155.567
04-19 0:00,0,224.004,-146.529,149.527,-175.881,182.229,-167.415
04-19 1:00,0,215.777,-151.215,144.084,-179.296,175.547,-171.157
04-19 2:00,0,225.231,-145.828,150.344,-175.368,183.227,-166.856
04-19 3:00,0,230.242,-142.971,153.66,-173.286,187.296,-164.575
04-19 4:00,0,230.482,-142.834,153.818,-173.186,187.491,-164.465
04-19 5:00,0,226.011,-145.384,150.858,-175.045,183.859,-166.501
04-19 6:00,215,209.032,-155.054,139.619,-182.096,170.07,-174.223
04-19 7:00,597,226.985,-144.828,151.506,-174.638,184.651,-166.057
04-19 8:00,769,-3187.35,343.462,-3198.33,306.539,-3220.53,358.618
04-19 9:00,803,-3664.71,446.033,-3636.21,403.02,-3683.1,474.495
04-19 10:00,865,-4926.23,1064.17,-4865.35,976.048,-4928.13,1128.91
04-19 11:00,933,-3240.86,311.541,-3224.01,277.931,-3264.86,332.22
04-19 12:00,967,-2715.8,147.414,-2700.15,123.433,-2734.96,157.849
04-19 13:00,887,-2706.04,145.288,-2690.93,121.434,-2725.43,155.548
04-19 14:00,798,-1938.82,-38.9744,-1942.13,-52.2637,-1962.64,-39.9064
04-19 15:00,711,-1705.38,-82.4025,-1712.29,-93.2368,-1722.32,-83.8065
04-19 16:00,511,89.5307,-215.736,60.5746,-224.735,73.2683,-224.78
04-19 17:00,273,63.2758,-230.382,43.1975,-235.497,51.9565,-236.557
04-19 18:00,0,137.289,-188.955,92.1937,-205.088,112.055,-203.272
04-19 19:00,0,288.192,-109.8,191.703,-146,234.368,-138.14
04-19 20:00,0,336.006,-82.2095,223.268,-126.045,273.17,-116.217
04-19 21:00,0,352.12,-72.8528,234.177,-122.446,286.171,-108.827
04-19 22:00,0,364.956,-68.793,242.804,-120.356,296.767,-106.201
04-19 23:00,0,348.743,-78.2069,232.069,-127.172,283.581,-113.68
04-20 0:00,0,328.19,-90.1107,218.467,-135.795,266.871,-123.142
04-20 1:00,0,321.089,-94.2136,213.774,-138.766,261.098,-126.406
04-20 2:00,0,342.018,-82.105,227.629,-129.989,278.116,-116.776
04-20 3:00,0,354.245,-75.0146,235.718,-124.856,288.057,-111.143
04-20 4:00,0,357.883,-72.9024,238.123,-123.329,291.014,-109.465
04-20 5:00,0,369.269,-66.2857,245.66,-118.541,300.274,-104.21
04-20 6:00,0,386.373,-56.3264,256.98,-111.341,314.185,-96.3045
04-20 7:00,0,-2525.68,246.834,-2618.73,211.092,-2598.5,243.897
04-20 8:00,0,-3745.41,635.591,-3792.59,584.446,-3805.65,663.611
04-20 9:00,0,-1857.13,70.2344,-1942.31,40.1313,-1923.51,57.1699
04-20 10:00,1,-7062.84,2635.06,-7004.57,2413.63,-6969.08,2706.25
04-20 11:00,1,-3309.83,462.031,-3366.14,419.33,-3364.43,476.401
04-20 12:00,0,-2517.13,237.159,-2599.29,203.214,-2574.71,235.317
04-20 13:00,27,-4608.84,1015.54,-4625.07,943.341,-4635.3,1063.07
04-20 14:00,31,-2624.28,246.811,-2689.94,213.705,-2683.72,248.822
04-20 15:00,6,353.69,-71.992,235.516,-121.662,288.102,-111.161
04-20 16:00,2,385.528,-53.4831,256.607,-108.263,314.031,-96.4345
04-20 17:00,2,424.134,-34.268,281.659,-92.2624,344.997,-78.7702
04-20 18:00,0,488.923,3.86939,324.437,-64.8828,397.66,-48.6221
04-20 19:00,0,571.41,49.4552,379.008,-33.126,464.882,-13.316
04-20 20:00,0,560.49,42.9321,371.778,-37.7952,455.981,-18.4612
04-20 21:00,0,558.408,41.6898,370.409,-38.6793,454.287,-19.4396
04-20 22:00,0,562.761,44.2884,373.291,-36.8185,457.835,-17.3898
04-20 23:00,0,560.75,43.0878,371.957,-37.6798,456.195,-18.3373
04-21 0:00,0,543.01,32.5098,360.218,-45.2527,441.74,-26.6822
04-21 1:00,0,539.728,30.5577,358.06,-46.6435,439.072,-28.2208
04-21 2:00,0,564.253,45.18,374.293,-36.1719,459.055,-16.6841
04-21 3:00,0,591.226,61.3161,392.124,-24.6434,481.032,-3.9677
04-21 4:00,0,607.605,71.1435,402.942,-17.6364,494.376,3.76865
04-21 5:00,0,579.59,54.3468,384.389,-29.647,471.536,-9.46698
04-21 6:00,88,-1445.06,107.588,-1604.17,60.8056,-1538.38,78.7614
04-21 7:00,209,-3130.43,492.806,-3249.28,448.358,-3214.84,499.663
04-21 8:00,245,-4698.25,1146.8,-4750.74,1069.7,-4748.2,1197.73
04-21 9:00,208,-5930.56,1895.13,-5937.43,1773.72,-5942.92,1996.92
04-21 10:00,163,-6720.2,2553.93,-6709.88,2388.4,-6698.61,2689.66
04-21 11:00,214,-7127.59,2915.27,-7101.03,2723.75,-7086.24,3077.86
04-21 12:00,333,-7136.92,2865.91,-7077.65,2658.3,-7092.17,3037.88
04-21 13:00,272,-6797.05,2480.83,-6726.38,2297.24,-6774.32,2645.23
04-21 14:00,173,-5865.15,1735.88,-5820.99,1616.6,-5889.6,1865.36
04-21 15:00,185,-4674.86,991.694,-4642.96,912.638,-4717.06,1061.21
04-21 16:00,118,-3129.33,343.891,-3157.29,308.974,-3174.65,360.146
04-21 17:00,81,-1533.32,-42.8863,-1587.02,-63.8653,-1574.34,-53.4264
04-21 18:00,0,303.15,-101.188,201.59,-139.758,246.52,-131.285
04-21 19:00,0,439.607,-25.2011,291.763,-85.8102,357.432,-71.6684
04-21 20:00,0,455.434,-15.896,302.231,-79.1156,370.31,-64.3022
04-21 21:00,0,464.336,-10.6532,308.111,-75.3512,377.551,-60.1552
04-21 22:00,0,486.678,2.52954,322.812,-65.9267,395.659,-49.7719
04-21 23:00,0,481.534,-0.510027,319.413,-68.1076,391.474,-52.1734
04-22 0:00,0,464.973,-10.2823,308.464,-75.1252,377.999,-59.8998
04-22 1:00,0,462.16,-11.9388,306.613,-76.3104,375.713,-61.2087
04-22 2:00,0,492.839,6.17347,326.903,-63.3014,400.679,-46.8886
04-22 3:00,0,512.476,14.4824,339.372,-55.2375,416.768,-40.9436
04-22 4:00,0,532.337,26.2949,352.833,-49.8921,432.825,-31.6744
04-22 5:00,0,498.208,6.02984,330.269,-64.4131,405.043,-47.6724
04-22 6:00,113,-1524,62.8138,-1651.33,23.637,-1603.59,39.9771
04-22 7:00,299,-3220.72,460.455,-3309.46,420.035,-3294.74,474.267
04-22 8:00,374,-4820.49,1152.23,-4833.5,1069.6,-4865.11,1216.33
04-22 9:00,561,-5951.51,1814.83,-5893.45,1673.58,-5945.44,1922.99
04-22 10:00,749,-6822.3,2517.44,-6736.08,2318.26,-6772.29,2663.26
04-22 11:00,739,-7246.45,2901.96,-7155.59,2682.18,-7170.02,3066.82
04-22 12:00,678,-7235.6,2855.14,-7119.8,2622.46,-7159.56,3029.08
04-22 13:00,614,-6731.26,2358.88,-6622.63,2168.95,-6695.59,2521.62
04-22 14:00,555,-5741.04,1607.82,-5683.67,1492.76,-5765.8,1732.6
04-22 15:00,606,-4675.34,976.302,-4635.77,896.83,-4714.37,1045.74
04-22 16:00,737,-3217.55,348.624,-3218.6,311.582,-3257.42,367.536
04-22 17:00,695,-1594.44,-87.6629,-1610.52,-99.624,-1615.63,-91.3172
04-22 18:00,0,170.843,-173.339,114.266,-194.602,138.976,-188.231
04-22 19:00,0,305.93,-99.5702,203.627,-141.8,248.642,-130.061
04-22 20:00,0,315.523,-94.0355,209.974,-137.785,256.436,-125.659
04-22 21:00,0,325.108,-88.498,216.314,-133.772,264.224,-121.256
04-22 22:00,0,334.662,-82.9712,222.633,-129.769,271.986,-116.864
04-22 23:00,0,338.124,-80.9668,224.921,-128.318,274.799,-115.271
04-23 0:00,0,338.049,-81.0102,224.87,-128.35,274.737,-115.306
04-23 1:00,0,338.305,-80.8619,225.04,-128.243,274.946,-115.188
04-23 2:00,0,371.241,-65.1381,246.963,-117.713,301.878,-103.299
04-23 3:00,0,401.716,-47.3721,267.138,-104.871,326.667,-89.2006
04-23 4:00,0,423.136,-34.8403,281.308,-95.8301,344.092,-79.2665
04-23 5:00,0,409.58,-42.7748,272.326,-101.562,333.059,-85.5587
04-23 6:00,0,-1623.85,34.5665,-1715.29,4.41573,-1682.48,19.1067
04-23 7:00,0,-3339.02,470.758,-3393.79,427.583,-3392.79,485.726
04-23 8:00,1,-4902.81,1178.3,-4914.71,1097.78,-4936.08,1241.78
04-23 9:00,1,-6037.44,1878.71,-5987.72,1740.3,-6021.6,1983.33
04-23 10:00,9,-6794.42,2500.59,-6722.86,2313.99,-6743.23,2638.04
04-23 11:00,25,-7222.01,2885.61,-7134.47,2668.61,-7148.62,3050.09
04-23 12:00,39,-7065.82,2699.09,-6972.39,2494.13,-7003.29,2861.25
04-23 13:00,92,-6898.22,2522.04,-6803.14,2329.91,-6847.62,2680.88
04-23 14:00,335,-5998.97,1801.16,-5938,1672.54,-6011.68,1934.93
04-23 15:00,614,-4676.15,981.352,-4638.82,901.964,-4716.1,1050.85
04-23 16:00,619,-3197.36,347.926,-3213.26,312.679,-3236.91,366.114
04-23 17:00,357,-1599.32,-80.096,-1619.57,-93.1708,-1622.79,-84.4174
04-23 18:00,196,165.544,-176.335,110.761,-196.792,134.678,-190.627
04-23 19:00,0,294.843,-105.957,196.294,-146.433,239.637,-135.143
04-23 20:00,0,306.569,-99.2016,204.053,-141.531,249.163,-129.768
04-23 21:00,0,307.93,-98.4167,204.951,-140.963,250.268,-129.144
04-23 22:00,0,314.411,-94.6777,209.238,-138.251,255.532,-126.17
04-23 23:00,0,312.887,-95.5571,208.228,-138.89,254.294,-126.869
04-24 0:00,0,306.515,-99.2326,204.013,-141.555,249.118,-129.793
04-24 1:00,0,307.954,-98.4027,204.967,-140.952,250.287,-129.133
04-24 2:00,0,315.066,-94.2994,209.671,-137.977,256.065,-125.869
04-24 3:00,0,328.171,-86.7275,218.34,-132.489,266.712,-119.849
04-24 4:00,0,349.908,-74.137,232.719,-123.372,284.376,-109.845
04-24 5:00,0,333.179,-83.8293,221.646,-130.394,270.779,-117.547
04-24 6:00,158,-1518.62,-17.7152,-1595.32,-44.1557,-1565.45,-30.2717
04-24 7:00,400,-2721.13,243.568,-2785.09,211.36,-2773.66,247.527
04-24 8:00,554,-4858.87,1118.31,-4855.13,1038.22,-4886.91,1180.68
04-24 9:00,524,-5587.26,1495.67,-5523.64,1379.6,-5584.75,1588.84
04-24 10:00,569,-5564.77,1463.4,-5494.21,1347.68,-5560.42,1555.86
04-24 11:00,609,-5735.23,1583.51,-5662.38,1458.69,-5723.91,1680.52
04-24 12:00,391,-7031.42,2686.45,-6941.42,2477.6,-6957.56,2827.71
04-24 13:00,239,-6656.52,2410.02,-6604.83,2243.59,-6635.89,2563.35
04-24 14:00,188,-5630.52,1647.86,-5609.03,1532.66,-5666.11,1761.03
04-24 15:00,153,-2137.11,65.3111,-2177.13,42.0871,-2181.73,62.0797
04-24 16:00,100,133.433,-191.121,89.6701,-206.658,108.964,-204.99
04-24 17:00,82,70.5977,-226.304,48.062,-232.487,57.9236,-233.263
04-24 18:00,124,135.465,-189.978,91.0252,-205.815,110.621,-204.07
04-24 19:00,0,265.96,-119.217,177.437,-155.028,216.718,-148.102
04-24 20:00,0,231.713,-138.798,154.755,-169.29,188.859,-163.751
04-24 21:00,0,206.802,-152.982,138.261,-179.635,168.602,-175.098
04-24 22:00,0,224.865,-142.7,150.229,-172.131,183.292,-166.871
04-24 23:00,0,233.851,-137.577,156.178,-168.397,190.6,-162.774
04-25 0:00,0,273.344,-114.983,182.334,-151.944,222.727,-144.72
04-25 1:00,0,327.321,-87.2277,217.623,-129.619,266.23,-120.146
04-25 2:00,0,368.51,-66.7423,244.886,-115.677,299.752,-104.529
04-25 3:00,0,397.465,-49.8696,264.039,-103.496,323.305,-91.1369
04-25 4:00,0,411.601,-41.6074,273.38,-97.5437,334.803,-84.5857
04-25 5:00,0,415.649,-39.2379,276.054,-95.8389,338.095,-82.7082
04-25 6:00,110,427.848,-32.0912,284.122,-90.6904,348.022,-77.0434
04-25 7:00,320,463.089,-11.3796,307.43,-75.7874,376.705,-60.6401
04-25 8:00,450,-1503.58,66.2628,-1630.34,27.76,-1580.16,43.799
04-25 9:00,610,-5749.03,1710.01,-5744.27,1600,-5780.34,1821.09
04-25 10:00,728,-6560.83,2317.98,-6526.72,2164.72,-6557.14,2468.64
04-25 11:00,673,-7406.21,3107.17,-7328.92,2872.41,-7333.45,3283.6
04-25 12:00,634,-7296.18,2940.51,-7220.88,2732.64,-7241.71,3128.14
04-25 13:00,362,-6922.42,2586.61,-6842.07,2402.14,-6889.29,2765.78
04-25 14:00,72,-6125.95,1888.65,-6044.41,1743.1,-6134.17,2032.55
04-25 15:00,42,-4812.04,1042.89,-4765.63,957.711,-4845.93,1116.69
04-25 16:00,70,-3308.29,377.568,-3306.12,338.632,-3346.73,398.449
04-25 17:00,93,-1681.87,-50.0111,-1711.66,-66.1384,-1710.87,-55.1552
04-25 18:00,54,228.145,-140.836,152.331,-170.812,185.878,-165.422
04-25 19:00,0,361.341,-67.5514,240.584,-118.446,294.332,-107.627
04-25 20:00,0,358.142,-69.4087,238.464,-119.791,291.727,-109.105
04-25 21:00,0,374.168,-60.0962,249.081,-113.049,304.778,-101.695
04-25 22:00,0,379.338,-57.0878,252.5,-110.875,308.987,-99.3029
04-25 23:00,0,374.152,-60.1057,249.063,-113.06,304.763,-101.704
04-26 0:00,0,365.741,-64.9955,243.494,-116.598,297.914,-105.594
04-26 1:00,0,370.391,-62.2928,246.576,-114.64,301.701,-103.443
04-26 2:00,0,394.93,-51.3488,262.351,-104.57,321.239,-92.3131
04-26 3:00,0,410.969,-41.9765,272.964,-97.8091,334.289,-84.8784
04-26 4:00,0,430.99,-30.2487,286.203,-89.362,350.58,-75.583
04-26 5:00,0,431.165,-30.1454,286.311,-89.2927,350.72,-75.5029
04-26 6:00,6,412.121,-41.3026,273.712,-97.3319,335.222,-84.3467
04-26 7:00,1,452.152,-17.8178,300.202,-80.4136,367.804,-65.7359
04-26 8:00,3,-1330.61,50.7313,-1465.05,9.75244,-1411.07,24.4256
04-26 9:00,4,-1479.15,41.8717,-1590.63,7.11917,-1547.86,21.5745
04-26 10:00,4,-1918.72,102.927,-2012.53,70.9478,-1978.87,90.6672
04-26 11:00,4,-3558.38,535.383,-3603.85,491.137,-3598.2,555.394
04-26 12:00,12,-5429.15,1435.73,-5402.24,1333.43,-5448.26,1524.13
04-26 13:00,11,-6623.7,2318.64,-6546.43,2143.47,-6581.84,2452.91
04-26 14:00,1,-6182.29,1936.25,-6109.7,1790.58,-6166.76,2059.97
04-26 15:00,1,-4778.78,1021.85,-4727.31,935.469,-4796.55,1085.65
04-26 16:00,0,-3302.85,374.824,-3297.74,335.938,-3328.11,393.251
04-26 17:00,0,-1682.32,-50.1788,-1711.95,-66.2725,-1711.24,-55.2948
04-26 18:00,0,226.49,-141.779,151.236,-171.499,184.533,-166.176
04-26 19:00,0,362.156,-67.0782,241.123,-118.104,294.996,-107.25
04-26 20:00,0,369.204,-62.9828,245.791,-115.139,300.735,-103.992
04-26 21:00,0,358.332,-69.2986,238.588,-119.713,291.881,-109.018
04-26 22:00,0,373.442,-60.5186,248.6,-113.355,304.187,-102.031
04-26 23:00,0,398.429,-49.3061,264.664,-103.097,324.085,-90.6927
04-27 0:00,0,383.881,-57.7942,255.042,-109.221,312.25,-97.4272
04-27 1:00,0,366.158,-68.1111,243.323,-116.669,297.836,-105.617
04-27 2:00,0,391.205,-53.5218,259.9,-106.131,318.213,-94.035
04-27 3:00,0,420.21,-36.5676,279.079,-93.9094,341.809,-80.5896
04-27 4:00,0,437.808,-26.2472,290.71,-86.4828,356.128,-72.4134
04-27 5:00,0,418.865,-37.355,278.171,-94.4883,340.709,-81.2175
04-27 6:00,17,372.496,-64.4264,247.503,-114.014,302.987,-102.693
04-27 7:00,24,-3284.96,452.488,-3341.28,410.236,-3339.67,466.374
04-27 8:00,72,-4414.12,900.743,-4427.46,834.724,-4442.88,944.206
04-27 9:00,66,-5953.69,1770.08,-5887.84,1634.11,-5935.95,1872.65
04-27 10:00,59,-6892.57,2537.07,-6800.21,2339.04,-6828.1,2676.36
04-27 11:00,165,-7266.26,2892.19,-7161.72,2660.02,-7169.59,3036.23
04-27 12:00,296,-6994.38,2598.7,-6887.98,2389.73,-6918.25,2739.6
04-27 13:00,192,-6569.81,2232.94,-6479.92,2059.34,-6527.2,2366.05
04-27 14:00,12,-6092.43,1875.49,-6025.57,1735.96,-6083.29,1996.78
04-27 15:00,10,-4807.45,1055.88,-4764.07,968.76,-4827.99,1120.51
04-27 16:00,10,-3365.78,410.434,-3366.76,369.525,-3393.74,429.61
04-27 17:00,1,-1752.17,-47.674,-1775.16,-62.8458,-1777.93,-51.1896
04-27 18:00,1,165.979,-176.089,111.049,-196.612,135.031,-190.43
04-27 19:00,0,294.891,-105.93,196.326,-146.413,239.676,-135.121
04-27 20:00,0,292.87,-107.093,194.989,-147.257,238.035,-136.047
04-27 21:00,0,299.982,-102.998,199.695,-144.285,243.812,-132.788
04-27 22:00,0,299.831,-103.085,199.593,-144.349,243.689,-132.858
04-27 23:00,0,281.727,-113.501,187.616,-151.911,228.983,-141.148
04-28 0:00,0,295.053,-105.836,196.436,-146.343,239.809,-135.046
04-28 1:00,0,313.559,-95.169,208.677,-138.606,254.842,-126.56
04-28 2:00,0,322.734,-89.8706,214.743,-134.766,262.294,-122.348
04-28 3:00,0,340.774,-79.4319,226.677,-127.205,276.954,-114.051
04-28 4:00,0,377.069,-61.7465,250.82,-115.261,306.617,-100.607
04-28 5:00,0,350.145,-77.395,232.992,-126.586,284.719,-113.035
04-28 6:00,0,-1883.84,36.4626,-1947.45,11.0777,-1931.58,27.9167
04-28 7:00,0,-3569.34,513.339,-3600.11,469.466,-3602.52,534.171
04-28 8:00,15,-5041.41,1212.56,-5028.6,1124.87,-5061.63,1279.51
04-28 9:00,255,-6305.85,2010.96,-6205.54,1840.9,-6267.75,2127.69
04-28 10:00,521,-6844.93,2466.58,-6744.74,2270.86,-6781.31,2605.14
04-28 11:00,398,-7315.04,2943.2,-7209.6,2706.32,-7214.02,3087.62
04-28 12:00,118,-7238.53,2924.44,-7157.33,2707.27,-7165.55,3088.99
04-28 13:00,3,-6643.9,2425.81,-6601.8,2262.03,-6627.08,2578.79
04-28 14:00,89,-5903.87,1867.41,-5884.06,1738.78,-5928.58,1989.57
04-28 15:00,174,-4587.59,1057.64,-4610.85,982.587,-4639.39,1116.1
04-28 16:00,100,-3118.94,424.238,-3190.99,383.659,-3192.82,436.913
04-28 17:00,17,-1501.96,-16.4414,-1575.53,-42.2527,-1553.36,-30.5218
04-28 18:00,8,249.745,-128.505,166.628,-161.831,203.438,-155.568
04-28 19:00,0,325.446,-88.3193,216.289,-130.464,264.59,-121.073
04-28 20:00,0,271.102,-119.624,180.363,-153.149,220.444,-145.984
04-28 21:00,0,224.276,-146.398,149.457,-172.578,182.462,-167.313
04-28 22:00,0,197.923,-161.394,132.033,-183.497,161.068,-179.286
04-28 23:00,0,160.775,-182.437,107.478,-198.843,130.923,-196.108
04-29 0:00,0,125.1,-202.538,83.9365,-213.508,102.027,-212.176
04-29 1:00,0,90.7144,-218.423,61.4086,-227.54,74.2801,-227.581
04-29 2:00,0,130.998,-195.834,88.0859,-210.966,107.009,-209.435
04-29 3:00,0,195.421,-159.443,130.729,-184.351,159.351,-180.27
04-29 4:00,0,215.897,-147.807,144.29,-175.856,176,-170.957
04-29 5:00,0,204.91,-154.055,137.012,-180.417,167.065,-175.957
04-29 6:00,38,186.889,-164.282,125.078,-187.887,152.413,-184.146
04-29 7:00,33,-3303.31,392.715,-3328.71,355.072,-3347.46,411.936
04-29 8:00,57,-4600.49,977.571,-4591.76,901.573,-4640.44,1035.52
04-29 9:00,73,-5256.91,1282.5,-5203.85,1183.4,-5268.76,1366.46
04-29 10:00,40,-5770.22,1618.96,-5706.14,1497.53,-5776.18,1730.72
04-29 11:00,48,-3764.45,535.436,-3749.05,488.453,-3800.08,570.894
04-29 12:00,48,-5398.29,1407,-5357.66,1302.82,-5410.7,1495.05
04-29 13:00,56,-3468.95,437.129,-3468.5,396.545,-3499.89,461.846
04-29 14:00,60,-1905.57,-36.7289,-1914.58,-50.8481,-1932.15,-38.7534
04-29 15:00,34,-1877.93,-46.2951,-1891.76,-61.0733,-1902.42,-47.7471
04-29 16:00,44,-2070.4,1.16581,-2088.42,-16.5013,-2098.19,1.17549
04-29 17:00,28,61.9793,-231.104,42.3383,-236.029,50.9032,-237.138
04-29 18:00,17,132.663,-191.557,89.1304,-206.995,108.297,-205.361
04-29 19:00,0,264.548,-120.032,176.426,-155.666,215.474,-148.802
04-29 20:00,0,237.648,-135.416,158.617,-166.865,193.602,-161.09
04-29 21:00,0,212.141,-149.95,141.736,-177.458,172.868,-172.71
04-29 22:00,0,209.273,-151.579,139.841,-178.645,170.539,-174.014
04-29 23:00,0,197.293,-158.386,131.91,-183.612,160.802,-179.46
04-30 0:00,0,158.162,-180.538,106.006,-199.8,129.006,-197.201
04-30 1:00,0,131.389,-195.615,88.3286,-210.815,107.307,-209.269
04-30 2:00,0,161.892,-178.425,108.529,-198.225,132.096,-195.479
04-30 3:00,0,182.047,-167.025,121.874,-189.89,148.478,-186.343
04-30 4:00,0,193.405,-160.587,129.395,-185.186,157.712,-181.186
04-30 5:00,0,204.76,-154.141,136.914,-180.479,166.943,-176.025
04-30 6:00,518,212.766,-149.589,142.215,-177.157,173.454,-172.382
04-30 7:00,712,252.439,-126.959,168.487,-160.661,205.72,-154.286
04-30 8:00,834,-1677.07,-3.93538,-1742.7,-28.5494,-1724.95,-15.0478
04-30 9:00,902,-2163.17,33.1477,-2182.72,13.9765,-2189.04,33.4792
04-30 10:00,940,-1966.8,-20.9727,-1980.48,-36.3834,-1988.79,-21.5741
04-30 11:00,961,-6082.36,1825.65,-5997.07,1679.35,-6051.92,1931.14
04-30 12:00,968,-7252.63,2909.05,-7161.93,2688.74,-7175.77,3074.03
04-30 13:00,963,-6796.11,2554.53,-6746.5,2378.76,-6766.6,2711.01
04-30 14:00,945,-5813.55,1787.52,-5790.96,1663.16,-5841.29,1906.76
04-30 15:00,912,-2385.41,152.633,-2444.91,124.455,-2435.27,152.562
04-30 16:00,856,-3266.64,434.286,-3312.54,392.879,-3316.06,448.856
04-30 17:00,758,178.688,-168.931,119.597,-191.313,145.684,-187.903
04-30 18:00,577,201.422,-156.041,134.645,-181.9,164.159,-177.583
04-30 19:00,0,314.229,-94.7995,208.877,-135.153,255.477,-126.226
04-30 20:00,0,266.243,-122.41,177.154,-155.17,216.499,-148.204
04-30 21:00,0,226.217,-145.291,150.74,-171.773,184.038,-166.43
04-30 22:00,0,202.251,-158.935,134.895,-181.705,164.582,-177.322
04-30 23:00,0,157.135,-184.494,105.071,-200.344,127.969,-197.753
05-01 0:00,0,83.4831,-222.465,56.619,-230.51,68.4056,-230.831
05-01 1:00,0,51.7651,-240.144,35.6098,-243.514,42.643,-245.056
05-01 2:00,0,63.7169,-233.491,43.5258,-238.618,52.3492,-239.702
05-01 3:00,0,82.264,-223.146,55.8093,-231.012,67.4135,-231.379
05-01 4:00,0,107.111,-209.244,72.2654,-220.802,87.5991,-220.205
05-01 5:00,0,126.417,-198.409,85.0515,-212.854,103.286,-211.502
05-01 6:00,215,145.515,-187.663,97.6828,-204.989,118.786,-202.888
05-01 7:00,304,199.252,-157.269,133.266,-182.763,162.466,-178.529
05-01 8:00,413,-3884.82,603.313,-3889.94,553.259,-3917.2,635.114
05-01 9:00,560,-2090.27,-3.94865,-2091.96,-18.8515,-2106.44,-1.57442
05-01 10:00,605,-3684.35,482.38,-3671.5,438.134,-3709.85,510.679
05-01 11:00,640,-2558.48,138.709,-2578.06,114.353,-2588.83,144.854
05-01 12:00,568,-1695.95,-31.6385,-1735.54,-50.218,-1730.22,-38.1863
05-01 13:00,566,-5279.75,1402.62,-5286.89,1310.37,-5316.33,1486.84
05-01 14:00,665,-5188.81,1405.39,-5224.76,1319.58,-5238.89,1487.1
05-01 15:00,635,-3415.65,531.174,-3487.53,488.656,-3480.41,551.301
05-01 16:00,572,202.204,-155.597,135.162,-181.576,164.793,-177.228
05-01 17:00,473,70.0911,-229.939,47.7472,-236.006,57.5261,-236.843
05-01 18:00,399,172.472,-172.445,115.532,-193.853,140.694,-190.686
05-01 19:00,0,304.468,-100.424,202.514,-139.174,247.655,-130.644
05-01 20:00,0,267.798,-121.511,178.262,-154.472,217.857,-147.439
05-01 21:00,0,245.281,-134.401,163.412,-163.814,199.604,-157.698
05-01 22:00,0,219.893,-148.892,146.619,-174.358,178.98,-169.264
05-01 23:00,0,162.575,-181.419,108.711,-198.073,132.44,-195.264
05-02 0:00,0,83.412,-222.505,56.5718,-230.539,68.3478,-230.863
05-02 1:00,0,33.2439,-250.431,23.3435,-251.09,27.6039,-253.341
