Time_stamp,RPF_Flag,EnergyCost_USD_per_kWh,P_kW,Q_kvar,Total_RPF,TotalRPF_kW,P_c_kW,P_d_kW,E_kWh,Pnet_kW,Pmax_kW,Pmax_kW_chk,V1,V2,V3,VLL_min_kV,Smax_kVA,charge_when_RPF0,charge_exceed_TotalRPF,discharge_cap_active,discharge_cap_violation,ampacity_violation,ampacity_binding,at_Pcmax,at_Pdmax,mutex_violation
02-17 18:00,0,0.0999,1598.302,104.10781,0.0,-0.0,0.0,1598.302,71879.95640321104,-2.273736754432321e-13,10891.144926435383,10891.144926435385,1.007750295,1.007739219,1.007744799,4.192195151040001,10891.642495267746,False,False,True,False,False,False,False,False,False
02-17 19:00,0,0.0999,1856.435,251.6266,0.0,-0.0,0.0,1856.435,70197.5332453163,0.0,10915.128262513444,10915.128262513444,1.010183909,1.010180537,1.010185949,4.20235103392,10918.028252983564,False,False,True,False,False,False,False,False,False
02-17 20:00,0,0.0999,1792.396,212.2581,0.0,-0.0,0.0,1792.396,68243.39114005314,0.0,10904.084797522037,10904.084797522037,1.00908464,1.009081559,1.00908718,4.19777928544,10906.150502013385,False,False,True,False,False,False,False,False,False
02-17 21:00,0,0.0999,1749.192,185.7494,0.0,-0.0,0.0,1749.192,66356.65850847418,0.0,10897.417036786666,10897.417036786666,1.008422297,1.008419965,1.008425378,4.195027054400001,10898.999996020215,False,False,True,False,False,False,False,False,False
02-17 22:00,0,0.0481,1742.029,181.3617,0.0,-0.0,0.0,12638.484803987109,64515.40377163208,-10896.455803987108,10896.455803987108,10896.455803987108,1.008325452,1.008324203,1.008328866,4.19462868448,10897.965000607739,False,False,False,False,False,True,False,False,False
02-17 23:00,0,0.0481,1734.569,176.7922,0.0,-0.0,0.0,956.530427235166,51211.7355569088,778.038572764834,10896.695625561644,10896.695625561644,1.008339983,1.008339442,1.008343355,4.19469207872,10898.129703674622,False,False,False,False,False,False,False,False,False
02-18 0:00,0,0.0481,1704.326,158.2763,0.0,-0.0,0.0,0.0,50204.86142297705,1704.326,10894.656702641669,10894.656702641667,1.008127515,1.008124476,1.008129639,4.19379782016,10895.806351783089,False,False,False,False,False,False,False,False,False
02-18 1:00,0,0.0481,1680.464,143.68493,0.0,-0.0,0.0,12576.749982767826,50204.86142297705,-10896.285982767826,10896.285982767826,10896.285982767826,1.008259876,1.008256503,1.008260667,4.1943470524799995,10897.233299208185,False,False,False,False,False,True,False,False,False
02-18 2:00,0,0.0481,1708.309,160.7182,0.0,-0.0,0.0,0.0,36966.17723058986,1708.309,10905.64804882116,10905.64804882116,1.009147343,1.009144637,1.009147468,4.19804168992,10906.832248850626,False,False,False,False,False,False,False,False,False
02-18 3:00,0,0.0481,1735.287,177.2331,0.0,-0.0,0.0,0.0,36966.17723058986,1735.287,10916.058118812332,10916.058118812332,1.010133572,1.010131365,1.010132864,4.2021464783999996,10917.49680215315,False,False,False,False,False,False,False,False,False
02-18 4:00,0,0.0481,1759.265,191.9284,0.0,-0.0,0.0,0.0,36966.17723058986,1759.265,10926.941198527782,10926.941198527782,1.011162976,1.011161144,1.01116156,4.20643035904,10928.626650536211,False,False,False,False,False,False,False,False,False
02-18 5:00,0,0.0481,1795.97,214.4539,0.0,-0.0,0.0,0.0,36966.17723058986,1795.97,10939.61759126169,10939.61759126169,1.012374454,1.012373288,1.012372539,4.21146976224,10941.71940410955,False,False,False,False,False,False,False,False,False
02-18 6:00,0,0.0481,1869.29,259.5533,0.0,-0.0,0.0,12825.296809055944,36966.17723058986,-10956.006809055943,10956.006809055943,10956.006809055945,1.013980515,1.013980723,1.013978891,4.21815218656,10959.08085176951,False,False,False,False,False,True,False,False,False
02-18 7:00,0,0.0703,1832.139,236.6822,0.0,-0.0,0.0,12792.571560004426,23465.86480000466,-10960.432560004429,10960.432560004429,10960.432560004427,1.014343829,1.014342663,1.014340373,4.21965595168,10962.987748155245,False,False,False,False,False,True,False,False,False
02-18 8:00,1,0.0703,-4029.37,390.879,-4029.37,4029.37,4029.37,0.0,10000.0,0.0,10659.974899185234,10659.974899185234,0.9870004092,0.9869672254,0.9869710143,4.105783657664,10667.138849940045,False,False,False,False,False,False,False,False,False
02-18 9:00,1,0.0703,-6833.85,766.172,-6833.85,6833.85,6833.85,0.0,13827.9015,0.0,10518.93511856002,10518.935118560019,0.9758843486,0.9758330949,0.9758412555,4.0594656747840006,10546.801200461648,False,False,False,False,False,False,False,False,False
02-18 10:00,1,0.0703,-5967.9,565.941,-5967.9,5967.9,5967.9,0.0,20320.059,0.0,10560.527721038092,10560.527721038092,0.9785501247,0.9785051996,0.9785105706,4.070581630336,10575.681300147759,False,False,False,False,False,False,False,False,False
02-18 11:00,1,0.0703,-4090.77,221.1588,-4090.77,4090.77,4090.77,0.0,25989.564,0.0,10642.7525328558,10642.752532855799,0.9849638339,0.9849234887,0.9849274441,4.097281712992,10645.05014973748,False,False,False,False,False,False,False,False,False
02-18 12:00,1,0.0703,-5613.73,409.003,-5613.73,5613.73,5613.73,0.0,29875.7955,0.0,10563.821362077371,10563.821362077371,0.9782055048,0.9781401782,0.978151753,4.069063141312,10571.736149937304,False,False,False,False,False,False,False,False,False
02-18 13:00,1,0.0703,-6632.25,556.65,-6632.25,6632.25,6632.25,0.0,35208.839,0.0,10497.823599194931,10497.823599194933,0.9727388027,0.9726660233,0.9726792219,4.046290656928,10512.571499985817,False,False,False,False,False,False,False,False,False
02-18 14:00,1,0.0703,-4218.56,106.9501,-4218.56,4218.56,4218.56,0.0,41509.4765,0.0,10590.167219121886,10590.167219121886,0.9799493802,0.9798954618,0.9799032893,4.076365121088,10590.707249889112,False,False,False,False,False,False,False,False,False
02-18 15:00,0,0.0703,1184.586,-125.46538,0.0,-0.0,0.0,0.0,45517.1085,1184.586,10860.91543638514,10860.915436385141,1.004979721,1.004963275,1.004965024,4.180647223999999,10861.640100734676,False,False,False,False,False,False,False,False,False
02-18 16:00,0,0.0703,1364.603,-27.5879,0.0,-0.0,0.0,0.0,45517.1085,1364.603,10871.39485046294,10871.394850462939,1.005880846,1.005869063,1.005871186,4.184415302080001,10871.429854756849,False,False,False,False,False,False,False,False,False
02-18 17:00,0,0.0703,1424.431,8.5321,0.0,-0.0,0.0,0.0,45517.1085,1424.431,10876.684307043211,10876.684307043213,1.006374647,1.006355536,1.006362988,4.186439029760001,10876.687653500514,False,False,False,False,False,False,False,False,False
02-18 18:00,0,0.0999,1478.645,41.34272,0.0,-0.0,0.0,1478.6450000000002,45517.1085,-2.273736754432321e-13,10875.878724883336,10875.878724883336,1.006304324,1.006287961,1.006296121,4.18615791776,10875.957303100586,False,False,True,False,False,False,False,False,False
02-18 19:00,0,0.0999,1651.044,139.57752,0.0,-0.0,0.0,1651.044,43960.64007894736,0.0,10891.360161490042,10891.360161490042,1.007806253,1.007795844,1.00780388,4.192430711040001,10892.254498100094,False,False,True,False,False,False,False,False,False
02-18 20:00,0,0.0999,1589.541,102.06573,0.0,-0.0,0.0,1589.541,42222.699026315786,0.0,10880.057771791062,10880.057771791062,1.006721515,1.006711647,1.006719766,4.18792045152,10880.53650013415,False,False,True,False,False,False,False,False,False
02-18 21:00,0,0.0999,1548.218,76.92161,0.0,-0.0,0.0,1548.218,40549.49797368421,0.0,10873.131913982888,10873.131913982887,1.006060587,1.006051719,1.006059547,4.18517515104,10873.404000264045,False,False,True,False,False,False,False,False,False
02-18 22:00,0,0.0481,1523.614,61.97227,0.0,-0.0,0.0,0.0,38919.79481578947,1523.614,10869.786635193424,10869.786635193423,1.005741407,1.005733371,1.005740699,4.18385082336,10869.9632960226,False,False,False,False,False,False,False,False,False
02-18 23:00,0,0.0481,1455.517,20.67055,0.0,-0.0,0.0,0.0,38919.79481578947,1455.517,10862.300828950423,10862.300828950425,1.005034597,1.005026228,1.005032765,4.18090910848,10862.320496572287,False,False,False,False,False,False,False,False,False
02-19 0:00,0,0.0481,1363.639,-34.8376,0.0,-0.0,0.0,0.0,38919.79481578947,1363.639,10853.24974225511,10853.24974225511,1.004200798,1.004192138,1.004198758,4.17743929408,10853.305654321837,False,False,False,False,False,False,False,False,False
02-19 1:00,0,0.0481,1308.366,-68.1335,0.0,-0.0,0.0,0.0,38919.79481578947,1308.366,10851.55140621494,10851.55140621494,1.004059403,1.004049618,1.00405553,4.1768464108800005,10851.765298583807,False,False,False,False,False,False,False,False,False
02-19 2:00,0,0.0481,1323.609,-58.9589,0.0,-0.0,0.0,0.0,38919.79481578947,1323.609,10860.741623427082,10860.741623427082,1.004904652,1.004894951,1.004899822,4.18036299616,10860.90165514497,False,False,False,False,False,False,False,False,False
02-19 3:00,0,0.0481,1326.673,-57.1144,0.0,-0.0,0.0,0.0,38919.79481578947,1326.673,10869.58555074979,10869.58555074979,1.005722088,1.005712304,1.005716092,4.18376318464,10869.735603948975,False,False,False,False,False,False,False,False,False
02-19 4:00,0,0.0481,1331.906,-53.9631,0.0,-0.0,0.0,409.93459336174783,38919.79481578947,921.971406638252,10879.392867245626,10879.392867245626,1.006628292,1.006618216,1.006620964,4.1875317785599995,10879.526698162776,False,False,False,False,False,False,False,False,False
02-19 5:00,0,0.0481,1338.308,-50.1064,0.0,-0.0,0.0,12227.939820292668,38488.28471751395,-10889.631820292669,10889.631820292669,10889.631820292667,1.007574258,1.007563849,1.007565806,4.19146561184,10889.747096826975,False,False,False,False,False,True,False,False,False
02-19 6:00,0,0.0481,1380.452,-24.6935,0.0,-0.0,0.0,12284.344786345577,25616.769117205877,-10903.892786345576,10903.892786345576,10903.892786345577,1.008885204,1.008875253,1.008876294,4.1969210524800005,10903.92074737621,False,False,False,False,False,True,False,False,False
02-19 7:00,0,0.0703,1438.126,10.1579,0.0,-0.0,0.0,0.0,12685.879868421056,1438.126,10919.117924273884,10919.117924273885,1.010291122,1.010281795,1.010282003,4.2027722672,10919.122649147763,False,False,False,False,False,False,False,False,False
02-19 8:00,0,0.0703,1403.255,-10.9239,0.0,-0.0,0.0,0.0,12685.879868421056,1403.255,10911.992333430602,10911.992333430602,1.009622575,1.00963365,1.009625739,4.200029912000001,10911.997801339563,False,False,False,False,False,False,False,False,False
02-19 9:00,0,0.0703,1257.379,-98.77821,0.0,-0.0,0.0,0.0,12685.879868421056,1257.379,10892.956840777444,10892.956840777444,1.007902265,1.007923999,1.007911509,4.1928734224,10893.404695953002,False,False,False,False,False,False,False,False,False
02-19 10:00,0,0.0703,1278.987,-85.798,0.0,-0.0,0.0,0.0,12685.879868421056,1278.987,10888.005961757615,10888.005961757617,1.007434029,1.007474624,1.007455221,4.190925560639999,10888.34400265134,False,False,False,False,False,False,False,False,False
02-19 11:00,0,0.0703,1242.081,-107.96071,0.0,-0.0,0.0,0.0,12685.879868421056,1242.081,10869.279547461683,10869.279547461683,1.005719715,1.005784084,1.005756229,4.1837940144,10869.815702015032,False,False,False,False,False,False,False,False,False
02-19 12:00,1,0.0703,-4879.25,254.0403,-4879.25,4879.25,4879.25,0.0,12685.879868421056,0.0,10568.55871146583,10568.55871146583,0.9781286451,0.9781492965,0.9781308934,4.069015163616,10571.61150022665,False,False,False,False,False,False,False,False,False
02-19 13:00,0,0.0703,1180.486,-127.91952,0.0,-0.0,0.0,0.0,17321.167368421055,1180.486,10851.3727008411,10851.3727008411,1.004083052,1.00413314,1.004110115,4.1769854963199995,10852.126653156814,False,False,False,False,False,False,False,False,False
02-19 14:00,0,0.0703,1197.66,-117.638367,0.0,-0.0,0.0,0.0,17321.167368421055,1197.66,10848.146673985448,10848.146673985448,1.003773822,1.00380863,1.003791309,4.175699099520001,10848.784496232376,False,False,False,False,False,False,False,False,False
02-19 15:00,0,0.0703,1264.922,-83.9016,0.0,-0.0,0.0,0.0,17321.16736842105,1264.922,10824.071132813426,10824.071132813426,1.001517327,1.001586858,1.001557547,4.16631208032,10824.396304953338,False,False,False,False,False,False,False,False,False
02-19 16:00,0,0.0703,1379.102,-25.509,0.0,-0.0,0.0,0.0,17321.16736842105,1379.102,10821.271131063437,10821.271131063437,1.001230955,1.0013059,1.001275506,4.1651207728,10821.301197225219,False,False,False,False,False,False,False,False,False
02-19 17:00,0,0.0703,1459.806,23.28275,0.0,-0.0,0.0,0.0,17321.16736842105,1459.806,10881.160935221693,10881.160935221691,1.006788881,1.006771727,1.00677993,4.18817038432,10881.185844596266,False,False,False,False,False,False,False,False,False
02-19 18:00,0,0.0999,1589.897,102.28625,0.0,-0.0,0.0,1589.897,17321.16736842105,0.0,10890.044795454054,10890.044795454054,1.007648537,1.007635838,1.007644581,4.191765086079999,10890.52515372583,False,False,True,False,False,False,False,False,False
02-19 19:00,0,0.0999,1796.006,217.8034,0.0,-0.0,0.0,1796.006,15647.591578947367,0.0,10908.177024365712,10908.177024365712,1.009476267,1.009470229,1.009478765,4.19939615264,10910.351246222623,False,False,True,False,False,False,False,False,False
02-19 20:00,0,0.0999,1771.736,202.9055,0.0,-0.0,0.0,1771.736,13757.05894736842,0.0,10901.634390195572,10901.634390195573,1.008843152,1.008838406,1.008846899,4.19676776896,10903.522505109304,False,False,True,False,False,False,False,False,False
02-19 21:00,0,0.0999,1797.47,218.7031,0.0,-0.0,0.0,1797.47,11892.073684210523,0.0,10902.852461747814,10902.852461747814,1.008982008,1.008979343,1.00898767,4.19735406688,10905.045751788022,False,False,True,False,False,False,False,False,False
02-19 22:00,0,0.0481,1816.692,230.5124,0.0,-0.0,0.0,0.0,10000.0,1816.692,10904.74220172872,10904.742201728719,1.009177654,1.009176655,1.009184399,4.1981748848,10907.178299299827,False,False,False,False,False,False,False,False,False
02-19 23:00,0,0.0481,1822.432,234.0407,0.0,-0.0,0.0,0.0,10000.0,1822.432,10906.31217578321,10906.31217578321,1.009328834,1.009328876,1.009335746,4.19880794944,10908.82304948126,False,False,False,False,False,False,False,False,False
02-20 0:00,0,0.0481,1820.716,232.9847,0.0,-0.0,0.0,0.0,10000.0,1820.716,10909.14117073354,10909.14117073354,1.009588433,1.009592014,1.00959701,4.1998878812800005,10911.62879470465,False,False,False,False,False,False,False,False,False
02-20 1:00,0,0.0481,1871.403,264.1792,0.0,-0.0,0.0,0.0,10000.0,1871.403,10919.070548656728,10919.070548656728,1.010572621,1.010577118,1.010580949,4.2039821033599996,10922.265895694693,False,False,False,False,False,False,False,False,False
02-20 2:00,0,0.0481,1969.325,324.6335,0.0,-0.0,0.0,0.0,10000.0,1969.325,10935.627549675211,10935.627549675211,1.012254626,1.01226083,1.012263036,4.210979244160001,10940.445000754664,False,False,False,False,False,False,False,False,False
02-20 3:00,0,0.0481,2050.07,374.6652,0.0,-0.0,0.0,0.0,10000.0,2050.07,10951.134613241997,10951.134613241995,1.013836496,1.013844199,1.013844907,4.21755982336,10957.541847031109,False,False,False,False,False,False,False,False,False
02-20 4:00,0,0.0481,2089.235,395.6972,0.0,-0.0,0.0,0.0,10000.0,2089.235,10962.7977217279,10962.7977217279,1.014983314,1.014991516,1.014990933,4.22233058624,10969.936652579645,False,False,False,False,False,False,False,False,False
02-20 5:00,0,0.0481,2133.562,423.2929,0.0,-0.0,0.0,0.0,10000.0,2133.562,10975.608824854024,10975.608824854024,1.016263074,1.016272109,1.016270277,4.22765438784,10983.76829487057,False,False,False,False,False,False,False,False,False
02-20 6:00,0,0.0481,2217.015,475.39,0.0,-0.0,0.0,0.0,10000.0,2217.015,10991.924579254175,10991.924579254177,1.017968437,1.01797922,1.017976223,4.23474869792,11002.19985312538,False,False,False,False,False,False,False,False,False
02-20 7:00,0,0.0703,2332.545,536.866,0.0,-0.0,0.0,0.0,10000.0,2332.545,11009.832131395258,11009.832131395258,1.019884976,1.019898133,1.019893928,4.24272150016,11022.91380096295,False,False,False,False,False,False,False,False,False
02-20 8:00,0,0.0703,2242.746,480.597,0.0,-0.0,0.0,0.0,10000.0,2242.746,10949.988176327734,10949.988176327734,1.014112958,1.014241988,1.014195272,4.21870990528,10960.529847508567,False,False,False,False,False,False,False,False,False
02-20 9:00,1,0.0703,-4607.89,719.221,-4607.89,4607.89,4607.89,0.0,10000.0,0.0,10607.69310754659,10607.69310754659,0.9837204212,0.9838087725,0.9837696348,4.092276952192,10632.047399759485,False,False,False,False,False,False,False,False,False
02-20 10:00,1,0.0703,-6313.67,1027.921,-6313.67,6313.67,6313.67,0.0,14377.4955,0.0,10512.86972289151,10512.86972289151,0.9773322348,0.9774257489,0.9773823643,4.065702096768,10563.003900062236,False,False,False,False,False,False,False,False,False
02-20 11:00,1,0.0703,-6424.73,1009.151,-6424.73,6424.73,6424.73,0.0,20375.482,0.0,10499.969573640796,10499.969573640796,0.9759766552,0.976073292,0.9760277008,4.060062885632,10548.352799758997,False,False,False,False,False,False,False,False,False
02-20 12:00,1,0.0703,-8168.51,1395.458,-8168.51,8168.51,8168.51,0.0,26478.9755,0.0,10383.432001661597,10383.432001661595,0.9693546419,0.969439246,0.969396028,4.032515310304,10476.782099618857,False,False,False,False,False,False,False,False,False
02-20 13:00,1,0.0703,-7849.32,1257.528,-7849.32,7849.32,7849.32,0.0,34239.06,0.0,10389.879806232186,10389.879806232186,0.9683297342,0.9684363636,0.9683848184,4.028251694272,10465.704900231773,False,False,False,False,False,False,False,False,False
02-20 14:00,1,0.0703,-5651.29,730.221,-5651.29,5651.29,5651.29,0.0,41695.914,0.0,10492.267925307226,10492.267925307226,0.9731356755,0.9732767378,0.9732142007,4.048244410080001,10517.647499572886,False,False,False,False,False,False,False,False,False
02-20 15:00,0,0.0703,1751.802,201.2416,0.0,-0.0,0.0,1126.1724231180851,47064.6395,625.6295768819148,10829.154645680035,10829.154645680035,1.002130581,1.002313654,1.002246578,4.16886321696,10831.024352369634,False,False,False,False,False,False,False,False,False
02-20 16:00,0,0.0703,1859.771,257.0064,0.0,-0.0,0.0,0.0,45879.19484408623,1859.771,10839.730660808618,10839.730660808618,1.003217984,1.003373286,1.003316328,4.17338681344,10842.777000774082,False,False,False,False,False,False,False,False,False
02-20 17:00,0,0.0703,1926.378,298.0796,0.0,-0.0,0.0,0.0,45879.19484408622,1926.378,10938.091489778131,10938.091489778131,1.012415132,1.012412592,1.012418754,4.21163638272,10942.152296814962,False,False,False,False,False,False,False,False,False
02-20 18:00,0,0.0999,1992.082,338.7098,0.0,-0.0,0.0,1992.082,45879.19484408622,0.0,10937.321133349193,10937.321133349193,1.012450731,1.012451189,1.012457892,4.21179504096,10942.56450301404,False,False,True,False,False,False,False,False,False
02-20 19:00,0,0.0999,2135.821,424.7009,0.0,-0.0,0.0,2135.821,43782.26642303359,0.0,10945.704257854177,10945.704257854175,1.013503285,1.013508989,1.013515359,4.2161736656,10953.94050352967,False,False,True,False,False,False,False,False,False
02-20 20:00,0,0.0999,2051.568,372.2874,0.0,-0.0,0.0,2051.568,41534.03379145464,0.0,10933.546139009732,10933.546139009732,1.012202581,1.012207744,1.012214572,4.21076273696,10939.882498548755,False,False,True,False,False,False,False,False,False
02-20 21:00,0,0.0999,2005.421,343.6545,0.0,-0.0,0.0,2005.421,39374.48852829674,0.0,10926.980604426784,10926.980604426784,1.01150872,1.011514174,1.011520919,4.207876275199999,10932.383250915118,False,False,True,False,False,False,False,False,False
02-20 22:00,0,0.0481,1985.984,331.6161,0.0,-0.0,0.0,0.0,37263.51905461254,1985.984,10924.464494901067,10924.464494901067,1.011241626,1.011247746,1.011254158,4.20676516416,10929.496499753923,False,False,False,False,False,False,False,False,False
02-20 23:00,0,0.0481,1952.826,311.0964,0.0,-0.0,0.0,0.0,37263.51905461254,1952.826,10921.558013070882,10921.558013070882,1.010916991,1.010923112,1.010928941,4.20541468256,10925.987845635093,False,False,False,False,False,False,False,False,False
02-21 0:00,0,0.0481,1901.124,279.1566,0.0,-0.0,0.0,0.0,37263.51905461254,1901.124,10919.12915288912,10919.12915288912,1.010612509,1.010621086,1.01062375,4.20414803744,10922.697005080596,False,False,False,False,False,False,False,False,False
02-21 1:00,0,0.0481,1886.825,270.3445,0.0,-0.0,0.0,0.0,37263.51905461254,1886.825,10921.614176806712,10921.614176806712,1.010821854,1.010829848,1.010831596,4.20501891264,10924.95960522077,False,False,False,False,False,False,False,False,False
02-21 2:00,0,0.0481,1916.236,288.5003,0.0,-0.0,0.0,0.0,37263.51905461254,1916.236,10930.909961041309,10930.909961041309,1.011724602,1.011732846,1.011733262,4.20877434432,10934.716502931942,False,False,False,False,False,False,False,False,False
02-21 3:00,0,0.0481,1945.191,306.3874,0.0,-0.0,0.0,12886.725924126737,37263.51905461254,-10941.534924126736,10941.534924126736,10941.534924126736,1.012752299,1.012760834,1.012759794,4.21304956384,10945.823849065167,False,False,False,False,False,True,False,False,False
02-21 4:00,0,0.0481,1952.124,310.6682,0.0,-0.0,0.0,0.0,23698.54439763703,1952.124,10950.7662798302,10950.766279830199,1.013617242,1.013625569,1.013623321,4.216647726720001,10955.17215044827,False,False,False,False,False,False,False,False,False
02-21 5:00,0,0.0481,1965.124,318.7103,0.0,-0.0,0.0,0.0,23698.54439763703,1965.124,10961.079980500292,10961.079980500292,1.014592478,1.014600889,1.014597474,4.22070470848,10965.712498248819,False,False,False,False,False,False,False,False,False
02-21 6:00,0,0.0481,2036.586,362.9888,0.0,-0.0,0.0,13013.617177755175,23698.54439763703,-10977.031177755178,10977.031177755178,10977.031177755178,1.016194875,1.016204618,1.016199955,4.22737068,10983.03120028049,False,False,False,False,False,True,False,False,False
02-21 7:00,0,0.0703,2068.708,382.9377,0.0,-0.0,0.0,0.0,10000.0,2068.708,10988.401779745203,10988.401779745203,1.017308967,1.017319126,1.017313796,4.23200530272,10995.07230331792,False,False,False,False,False,False,False,False,False
02-21 8:00,1,0.0703,-4819.17,679.858,-4819.17,4819.17,4819.17,0.0,10000.0,0.0,10590.756844275706,10590.756844275706,0.981916965,0.9820185148,0.981974589,4.0847745744,10612.555650489505,False,False,False,False,False,False,False,False,False
02-21 9:00,1,0.0703,-8758.39,1520.976,-8758.39,8758.39,8758.39,0.0,14578.2115,0.0,10360.732048270598,10360.732048270598,0.9688916514,0.9689932012,0.9689449037,4.0305892698240005,10471.778099665666,False,False,False,False,False,False,False,False,False
02-21 10:00,1,0.0703,-11672.61,2604.736,-11672.61,11672.61,11672.61,0.0,22898.682,0.0,10065.307250734286,10065.307250734286,0.961961533,0.9620603348,0.9620102469,4.00175997728,10396.877400516954,False,False,False,False,False,False,False,False,False
02-21 11:00,1,0.0703,-13116.04,3224.59,-13116.04,13116.04,13116.04,0.0,33987.6615,0.0,9843.605126479006,9843.605126479006,0.9583929254,0.9584884796,0.9584382252,3.986914569664,10358.307900141981,False,False,False,False,False,False,False,False,False
02-21 12:00,1,0.0703,-13324.36,3217.59,-13324.36,13324.36,13324.36,0.0,46447.8995,0.0,9823.83786542466,9823.83786542466,0.9564532367,0.9565475418,0.9564973706,3.978845464672,10337.343750415353,False,False,False,False,False,False,False,False,False
02-21 13:00,1,0.0703,-12620.62,2755.129,-12620.62,12620.62,12620.62,0.0,59106.0415,0.0,9955.9181721003,9955.9181721003,0.9557833577,0.9558789952,0.9558284077,3.9760587680320003,10330.103700166712,False,False,False,False,False,False,False,False,False
02-21 14:00,1,0.0703,-10195.52,1677.336,-10195.52,10195.52,10195.52,0.0,71095.6305,0.0,10225.390794442495,10225.390794442495,0.9587391274,0.9588487545,0.9587936287,3.9883547699840003,10362.049650332956,False,False,False,False,False,False,False,False,False
02-21 15:00,1,0.0703,-6688.6,590.36,-6688.6,6688.6,6688.6,0.0,80781.3745,0.0,10423.454383258182,10423.454383258182,0.965966151,0.9660956385,0.9660352665,4.01841918816,10440.159300004201,False,False,False,False,False,False,False,False,False
02-21 16:00,0,0.0703,1213.939,-107.88745,0.0,-0.0,0.0,0.0,87135.5445,1213.939,10759.200744761729,10759.200744761729,0.9955352144,0.9957115838,0.9956445918,4.141426491904,10759.7416496842,False,False,False,False,False,False,False,False,False
02-21 17:00,0,0.0703,1503.535,56.42761,0.0,-0.0,0.0,12392.863653542252,87135.5445,-10889.328653542252,10889.328653542252,10889.328653542252,1.007547695,1.00753866,1.007543656,4.1913608256,10889.474854189555,False,False,False,False,False,True,False,False,False
02-21 18:00,0,0.0999,1770.103,212.4704,0.0,-0.0,0.0,1770.103,74090.42486469237,0.0,10914.50013172317,10914.50013172317,1.010046761,1.010045428,1.01005055,4.20178898048,10916.567995311589,False,False,True,False,False,False,False,False,False
02-21 19:00,0,0.0999,2021.162,356.7302,0.0,-0.0,0.0,2021.162,72227.1585489029,2.273736754432321e-13,10935.926519406245,10935.926519406245,1.012374745,1.012381199,1.01238582,4.2114789392,10941.743246551017,False,False,True,False,False,False,False,False,False
02-21 20:00,0,0.0999,1900.359,282.0208,0.0,-0.0,0.0,1900.359,70099.61960153448,0.0,10919.32653331275,10919.32653331275,1.010637573,1.010642653,1.010647608,4.20425230368,10922.967896718385,False,False,True,False,False,False,False,False,False
02-21 21:00,0,0.0999,1822.685,234.1959,0.0,-0.0,0.0,1822.685,68099.24170679763,0.0,10908.645336613725,10908.645336613723,1.009544966,1.009549712,1.009554667,4.1997070585600005,10911.159003497343,False,False,True,False,False,False,False,False,False
02-21 22:00,0,0.0481,1786.328,211.8591,0.0,-0.0,0.0,0.0,66180.62591732395,1786.328,10903.694228882889,10903.694228882887,1.009044711,1.009049916,1.009054496,4.19762599776,10905.752248938483,False,False,False,False,False,False,False,False,False
02-21 23:00,0,0.0481,1742.357,184.8902,0.0,-0.0,0.0,12641.306266104662,66180.62591732395,-10898.949266104662,10898.949266104662,10898.949266104662,1.008560361,1.008565274,1.008569188,4.19561110176,10900.517395572533,False,False,False,False,False,True,False,False,False
02-22 0:00,0,0.0481,1696.84,157.029,0.0,-0.0,0.0,0.0,52873.987742476944,1696.84,10896.571244288658,10896.571244288658,1.008299929,1.008305217,1.008306508,4.1945277046400005,10897.702647287613,False,False,False,False,False,False,False,False,False
02-22 1:00,0,0.0481,1640.126,122.38751,0.0,-0.0,0.0,12534.594675835528,52873.987742476944,-10894.468675835527,10894.468675835527,10894.468675835527,1.008064312,1.008068267,1.008068642,4.19354753792,10895.156099449217,False,False,False,False,False,True,False,False,False
02-22 2:00,0,0.0481,1627.432,114.652171,0.0,-0.0,0.0,3012.368556710157,39679.67755738692,-1384.9365567101563,10899.803264755576,10899.803264755576,1.008550077,1.008553616,1.008552909,4.1955683203200005,10900.406246130982,False,False,False,False,False,False,False,False,False
02-22 3:00,0,0.0481,1635.101,119.33152,0.0,-0.0,0.0,0.0,36508.7632871657,1635.101,10908.999748001865,10908.999748001865,1.009405569,1.0094089,1.009407068,4.199127167039999,10909.652401134064,False,False,False,False,False,False,False,False,False
02-22 4:00,0,0.0481,1631.202,116.951788,0.0,-0.0,0.0,0.0,36508.7632871657,1631.202,10917.72721364259,10917.72721364259,1.010210639,1.010213596,1.010210639,4.202476258240001,10918.35359531044,False,False,False,False,False,False,False,False,False
02-22 5:00,0,0.0481,1639.23,121.8501,0.0,-0.0,0.0,0.0,36508.7632871657,1639.23,10928.09809721475,10928.09809721475,1.011176216,1.011179047,1.011175092,4.20648838272,10928.777400478913,False,False,False,False,False,False,False,False,False
02-22 6:00,0,0.0481,1719.883,171.1323,0.0,-0.0,0.0,12665.972082290804,36508.7632871657,-10946.089082290804,10946.089082290804,10946.089082290804,1.012901397,1.012905686,1.012900606,4.21366652096,10947.426750682063,False,False,False,False,False,True,False,False,False
02-22 7:00,0,0.0703,1835.625,242.1537,0.0,-0.0,0.0,0.0,23176.16109528064,1835.625,10966.636180048974,10966.636180048974,1.014925273,1.014931477,1.014925482,4.22208913568,10969.309345623491,False,False,False,False,False,False,False,False,False
02-22 8:00,0,0.0703,1754.906,192.5852,0.0,-0.0,0.0,0.0,23176.16109528064,1754.906,10959.717221538083,10959.717221538083,1.014194315,1.014210136,1.014199686,4.2190483504,10961.409153723689,False,False,False,False,False,False,False,False,False
