Time_stamp,Irradiance,P1 (kW),Q1 (kvar),P2 (kW),Q2 (kvar),P3 (kW),Q3 (kvar)
04-22 5:00,0,518.036,14.3003,343.223,-56.1435,421.511,-41.6822
04-22 6:00,80,280.777,-117.466,187.277,-155.555,228.462,-144.868
04-22 7:00,219,-2197.68,57.7617,-2227.63,36.7424,-2220.31,59.197
04-22 8:00,370,-3800.01,527.173,-3781.37,478.431,-3799.58,553.676
04-22 9:00,557,-5693.72,1534.43,-5616.6,1403.26,-5652.08,1607.07
04-22 10:00,730,-7290.26,2863.19,-7180.22,2618.86,-7185.71,2999.06
04-22 11:00,813,-7974.21,3631.7,-7857,3317.58,-7815.2,3786.42
04-22 12:00,817,-7997.38,3668.75,-7882.08,3352.07,-7836.19,3823.18
04-22 13:00,764,-7517.15,3154.56,-7421.95,2896.09,-7410.05,3308.3
04-22 14:00,684,-6742.21,2449.76,-6684.65,2265.99,-6707.41,2591.12
04-22 15:00,599,-5892.51,1815.56,-5864.05,1679.61,-5894.46,1916.27
04-22 16:00,492,-4794.21,1143.73,-4808.67,1060.86,-4834.51,1205.55
04-22 17:00,325,-3125.4,392.713,-3179.76,353.636,-3178.79,405.39
04-22 18:00,142,173.326,-171.908,115.993,-193.501,141.313,-190.257
04-22 19:00,28,70.3301,-229.756,47.8671,-235.885,57.6885,-236.687
04-22 20:00,0,70.4996,-229.662,47.9793,-235.815,57.8261,-236.611
04-22 21:00,0,105.671,-210.002,71.2503,-221.38,86.3819,-220.808
04-22 22:00,0,237.587,-138.76,158.526,-170.207,193.561,-164.415
04-22 23:00,0,276.892,-116.256,184.535,-153.834,225.523,-146.44
04-23 0:00,0,317.544,-92.8496,211.384,-136.872,258.543,-127.8
04-23 1:00,0,352.58,-72.5697,234.567,-122.179,287.05,-111.651
04-23 2:00,0,384.341,-57.4948,255.71,-112.13,313.071,-100.294
04-23 3:00,0,415.293,-39.4191,276.201,-99.072,338.283,-85.9279
04-23 4:00,0,440.634,-24.5625,292.968,-88.3612,358.928,-74.1333
04-23 5:00,0,427.968,-31.9931,284.573,-93.7266,348.604,-80.0347
04-23 6:00,4,328.293,-90.0315,218.617,-135.679,267.437,-126.193
04-23 7:00,22,220.773,-151.79,147.225,-177.318,179.72,-172.228
04-23 8:00,47,57.3233,-237.051,39.2925,-241.237,47.1577,-242.566
04-23 9:00,81,26.2401,-254.313,18.7056,-253.952,21.9177,-256.469
04-23 10:00,128,59.3854,-235.903,40.6573,-240.393,48.8315,-241.643
04-23 11:00,182,103.61,-211.206,69.9463,-222.242,84.7541,-221.781
04-23 12:00,251,-2599.29,113.316,-2600.59,90.4698,-2618.29,120.687
04-23 13:00,365,-3751.68,504.091,-3734.42,456.972,-3762.98,531.889
04-23 14:00,525,-5299.6,1332.37,-5258.91,1225.88,-5285,1397.25
04-23 15:00,576,-5732.31,1666.67,-5689.26,1532.69,-5709.31,1743.58
04-23 16:00,452,-4417.82,931.306,-4431.76,859.611,-4440.95,972.803
04-23 17:00,239,-2269.3,143.343,-2336.7,114.06,-2317.96,139.858
04-23 18:00,81,126.632,-194.946,85.1369,-209.48,103.399,-208.081
04-23 19:00,22,36.1374,-245.467,25.2307,-246.6,29.9303,-248.698
04-23 20:00,0,129.375,-193.405,86.9561,-208.348,105.627,-206.844
04-23 21:00,0,190.601,-162.181,127.483,-186.383,155.365,-182.498
04-23 22:00,0,236.918,-135.833,158.144,-167.163,193.012,-161.421
04-23 23:00,0,271.168,-116.239,180.811,-152.904,220.859,-145.772
04-24 0:00,0,300.1,-102.945,199.574,-141.031,244.042,-132.683
04-24 1:00,0,327.976,-86.8563,217.962,-129.405,266.646,-119.91
04-24 2:00,0,335.178,-82.6892,222.724,-126.39,272.499,-116.598
04-24 3:00,0,350.19,-73.9725,232.901,-123.256,284.603,-109.716
04-24 4:00,0,374.01,-63.527,248.796,-116.548,304.13,-102.02
04-24 5:00,0,357.733,-72.9902,238.017,-123.396,290.89,-109.536
04-24 6:00,86,188.818,-166.547,126.38,-190.413,154.006,-186.635
04-24 7:00,229,-2353.52,56.5652,-2362.53,36.7588,-2368.35,61.7589
04-24 8:00,402,-4198.8,658.373,-4152.97,598.303,-4204.92,698.347
04-24 9:00,515,-5275.25,1267.15,-5200.93,1155.25,-5256.19,1333.71
04-24 10:00,645,-6480.29,2160.45,-6402.14,1984.57,-6428.27,2270
04-24 11:00,727,-7199.86,2837.05,-7111.66,2600.37,-7095.57,2956.33
04-24 12:00,665,-6585.02,2310.8,-6526.48,2130.38,-6533.05,2422.38
04-24 13:00,566,-5553.8,1592.08,-5536.77,1473.05,-5560.3,1674.48
04-24 14:00,458,-4390.63,970.728,-4434.74,901.761,-4438.5,1016.09
04-24 15:00,367,-3522.35,562.132,-3573.73,513.761,-3579.21,582.884
04-24 16:00,263,-2496.68,204.166,-2559.56,172.759,-2550.94,203.714
04-24 17:00,154,213.36,-149.231,142.62,-176.882,174.219,-175.315
04-24 18:00,70,141.003,-190.177,94.7677,-206.782,115.402,-208.151
04-24 19:00,19,71.5071,-229.149,48.6845,-235.425,58.6744,-236.209
04-24 20:00,0,59.1239,-236.049,40.4837,-240.5,48.619,-241.76
04-24 21:00,0,72.2849,-228.715,49.2002,-235.106,59.308,-235.859
04-24 22:00,0,139.657,-190.962,93.821,-207.395,114.046,-205.524
04-24 23:00,0,209.876,-151.232,140.301,-178.357,171.104,-173.697
04-25 0:00,0,306.481,-99.2631,203.844,-138.334,249.291,-129.72
04-25 1:00,0,382.938,-58.343,254.426,-109.613,311.486,-97.8615
04-25 2:00,0,423.427,-34.6835,281.21,-92.5499,344.428,-79.0952
04-25 3:00,0,452.028,-17.8908,300.115,-80.4693,367.702,-65.7947
04-25 4:00,0,463.755,-10.9847,307.862,-75.5101,377.245,-60.3306
04-25 5:00,0,459.329,-13.591,304.929,-77.3875,373.64,-62.3951
04-25 6:00,82,340.669,-82.9033,226.475,-127.357,277.112,-117.369
04-25 7:00,225,-2137.14,124.598,-2221.38,93.3207,-2194.21,116.795
04-25 8:00,389,-3846.31,653.048,-3884.59,599.984,-3888.95,680.61
04-25 9:00,571,-5751.92,1647,-5710.18,1517.16,-5744.68,1733.24
04-25 10:00,717,-7108.89,2749.42,-7023.46,2521.64,-7012.5,2868
04-25 11:00,776,-7613.25,3274.18,-7507.45,2990.92,-7486.91,3418.39
04-25 12:00,794,-7799.31,3452.44,-7680.47,3145.53,-7651.04,3597.02
04-25 13:00,626,-6352.1,2017,-6250.22,1841.55,-6306.69,2128.21
04-25 14:00,415,-4234.42,718.009,-4190.43,652.986,-4247.21,760.138
04-25 15:00,333,-3361.28,386.543,-3358.81,347.115,-3387.55,406.471
04-25 16:00,262,-2565.46,177.199,-2605.74,148.776,-2603.7,180.928
04-25 17:00,181,214.313,-148.708,143.239,-176.515,174.711,-171.678
04-25 18:00,84,126.501,-198.37,85.084,-212.834,103.334,-211.477
04-25 19:00,20,76.1742,-226.546,51.7759,-233.511,62.4668,-234.114
04-25 20:00,0,107.762,-208.88,72.6964,-220.534,88.1277,-219.912
04-25 21:00,0,253.127,-126.565,168.94,-160.376,206.28,-153.971
04-25 22:00,0,289.631,-108.966,192.738,-145.346,235.639,-137.423
04-25 23:00,0,315.286,-94.1825,209.666,-134.654,256.447,-125.678
04-26 0:00,0,350.12,-74.0054,232.955,-123.221,284.669,-109.678
04-26 1:00,0,385.379,-56.9056,256.318,-111.762,313.375,-96.765
04-26 2:00,0,408.593,-43.3522,271.687,-101.97,332.261,-86.0136
04-26 3:00,0,426.206,-33.041,283.339,-94.5334,346.589,-77.8412
04-26 4:00,0,449.973,-19.0867,299.068,-84.4765,365.931,-66.7885
04-26 5:00,0,443.677,-22.7863,294.89,-87.1491,360.803,-69.7209
04-26 6:00,27,310.347,-100.416,206.665,-143.264,252.367,-131.34
04-26 7:00,52,307.992,-101.773,205.107,-144.249,250.456,-132.419
04-26 8:00,81,316.242,-97.0129,210.569,-140.795,257.162,-128.631
04-26 9:00,110,336.002,-85.5893,223.648,-132.513,273.225,-119.546
04-26 10:00,150,286.744,-114.011,191.036,-153.138,233.184,-142.162
04-26 11:00,161,232.404,-145.157,154.917,-172.491,189.168,-166.933
04-26 12:00,171,167.388,-178.679,112.199,-199.276,136.593,-196.352
04-26 13:00,166,112.818,-209.441,76.0098,-221.842,92.0194,-217.726
04-26 14:00,106,103.881,-211.04,70.3045,-225.427,84.9225,-221.684
04-26 15:00,71,152.765,-183.565,102.731,-205.246,124.658,-199.628
04-26 16:00,55,217.702,-146.777,145.808,-178.306,177.475,-170.154
04-26 17:00,33,213.978,-148.896,143.336,-179.856,174.443,-171.85
04-26 18:00,13,130.456,-196.133,87.9219,-214.474,106.518,-209.711
04-26 19:00,4,75.3547,-226.987,51.3853,-237.162,61.7486,-234.501
04-26 20:00,0,118.828,-202.658,80.2301,-219.258,97.0847,-214.944
04-26 21:00,0,233.612,-137.714,156.361,-171.683,190.419,-162.903
04-26 22:00,0,279.16,-115.016,186.21,-152.864,227.159,-142.243
04-26 23:00,0,340.738,-79.5084,226.964,-127.104,277.189,-114.001
04-27 0:00,0,366.864,-64.3346,244.347,-116.056,298.962,-104.999
04-27 1:00,0,376.049,-58.9931,250.433,-112.189,306.443,-100.748
04-27 2:00,0,404.996,-45.4596,269.123,-100.256,329.571,-87.5672
04-27 3:00,0,434.827,-27.9866,288.87,-87.6579,353.858,-73.7097
04-27 4:00,0,454.651,-16.3351,301.978,-79.2763,369.997,-64.4802
04-27 5:00,0,433.396,-28.8257,287.902,-88.2754,352.686,-74.3792
04-27 6:00,42,269.556,-123.894,179.534,-157.012,219.409,-149.945
04-27 7:00,108,160.775,-182.413,107.865,-201.981,131.274,-199.316
04-27 8:00,217,-2257.82,25.5185,-2264.61,7.67507,-2271.51,29.8698
04-27 9:00,286,-2982.32,219.114,-2973.47,190.115,-2996.9,232.141
04-27 10:00,342,-3553.41,416.783,-3529.83,374.379,-3559.43,439.169
04-27 11:00,469,-4802.07,999.129,-4749.89,913.199,-4783.11,1047.48
04-27 12:00,575,-5840.94,1657.17,-5768.74,1517.84,-5795.3,1732.59
04-27 13:00,426,-4262.82,782.663,-4255.16,719.446,-4283.77,824.384
04-27 14:00,189,239.476,-92.8365,162.427,-134.588,195.539,-132.644
04-27 15:00,172,319.778,-91.5878,212.636,-132.775,260.099,-123.613
04-27 16:00,145,374.042,-63.5238,248.544,-113.353,304.251,-101.974
04-27 17:00,63,360.111,-71.6247,239.327,-119.206,292.919,-108.408
04-27 18:00,25,241.734,-139.829,161.088,-168.616,196.746,-162.681
04-27 19:00,5,80.7857,-223.955,54.991,-234.928,66.1642,-232.061
04-27 20:00,0,58.988,-232.772,40.5071,-240.55,48.4376,-238.507
04-27 21:00,0,128.186,-194.078,86.4176,-212.066,104.676,-207.395
04-27 22:00,0,185.425,-165.134,124.077,-188.534,150.954,-181.616
04-27 23:00,0,220.358,-145.263,147.309,-173.962,179.722,-168.872
04-28 0:00,0,271.974,-115.764,181.505,-152.466,221.709,-145.294
04-28 1:00,0,316.919,-93.2391,210.746,-133.971,257.775,-124.927
04-28 2:00,0,327.731,-86.9906,217.898,-129.445,266.565,-119.956
04-28 3:00,0,344.549,-77.2361,229.269,-125.56,280.14,-112.245
04-28 4:00,0,386.009,-56.5381,256.735,-111.497,313.888,-96.4734
04-28 5:00,0,356.706,-73.5877,237.333,-123.831,290.053,-110.011
04-28 6:00,8,134.529,-197.24,90.3925,-212.895,109.644,-207.948
04-28 7:00,25,23.5864,-255.817,16.8832,-255.1,19.6145,-254.347
04-28 8:00,71,69.8808,-230.087,47.556,-236.148,57.1743,-233.661
04-28 9:00,304,-3072.82,306.132,-3096.48,271.525,-3103.05,318.27
04-28 10:00,565,-5677.12,1608.48,-5638.61,1480.55,-5660.52,1683.87
04-28 11:00,531,-5333.46,1386.87,-5304.99,1277.62,-5332.17,1454.7
04-28 12:00,300,-2907.26,311.198,-2954.62,275.72,-2954.37,318.703
04-28 13:00,151,347.209,-75.6938,231.028,-124.444,282.303,-111.02
04-28 14:00,262,-2410.51,249.461,-2523.38,211.443,-2481.65,243.009
04-28 15:00,349,-3261.17,539.968,-3380.99,494.068,-3334.88,549.821
04-28 16:00,224,-1865.8,201.062,-2033.07,154.515,-1964.17,179.245
04-28 17:00,99,515.92,16.5402,341.786,-53.684,419.748,-39.2269
04-28 18:00,45,394.975,-54.6782,261.994,-104.743,321.381,-95.565
04-28 19:00,13,223.617,-150.169,149.107,-176.138,182.03,-170.934
04-28 20:00,0,142.099,-192.948,95.4895,-209.697,116.086,-207.769
04-28 21:00,0,9.05829,-263.822,7.32862,-260.964,7.97165,-264.133
04-28 22:00,0,23.5145,-255.822,16.9066,-255.061,19.7122,-257.682
04-28 23:00,0,60.7049,-235.167,41.5477,-239.842,49.9237,-241.04
04-29 0:00,0,85.5975,-221.282,58.0409,-229.628,70.151,-229.865
04-29 1:00,0,102.711,-211.707,69.38,-222.593,84.06,-222.166
04-29 2:00,0,143.999,-188.514,96.72,-205.589,117.605,-203.545
04-29 3:00,0,204.912,-154.049,137.073,-180.379,167.14,-175.915
04-29 4:00,0,225.404,-142.389,150.65,-171.867,183.81,-166.581
04-29 5:00,0,211.549,-150.276,141.468,-177.625,172.538,-172.895
04-29 6:00,44,110.985,-207.071,74.8495,-219.196,90.7695,-218.447
04-29 7:00,96,18.9468,-258.352,13.8802,-256.927,16.0024,-259.722
04-29 8:00,173,75.677,-226.821,51.4679,-233.701,62.0893,-234.322
04-29 9:00,232,-2310.93,99.129,-2349.38,74.6993,-2345.02,99.1044
04-29 10:00,250,-2450.23,163.562,-2511.26,133.469,-2498.84,162.933
04-29 11:00,278,-2724.76,240.452,-2779.24,208.006,-2770.1,245.01
04-29 12:00,306,-2996.85,338.473,-3056.8,301.439,-3044.26,347.026
04-29 13:00,334,-3296.75,436.953,-3350.16,395.366,-3349.85,451.968
04-29 14:00,314,-3117.23,355.952,-3162.15,318.308,-3166.73,367.897
04-29 15:00,226,-2166.8,99.2748,-2223.08,73.0862,-2209.66,95.7706
04-29 16:00,172,251.642,-127.415,167.956,-160.995,205.071,-154.65
04-29 17:00,128,206.83,-152.966,138.278,-179.624,168.625,-175.085
04-29 18:00,60,159.021,-180.05,106.62,-199.417,129.76,-196.781
04-29 19:00,18,71.745,-229.016,48.8425,-235.327,58.8693,-236.101
04-29 20:00,0,59.1239,-236.049,40.4837,-240.5,48.619,-241.76
04-29 21:00,0,17.7821,-258.997,13.104,-257.405,15.0512,-260.245
04-29 22:00,0,88.3158,-219.765,59.8179,-228.527,72.3296,-228.66
04-29 23:00,0,129.562,-196.642,87.1346,-211.558,105.842,-210.083
04-30 0:00,0,150.263,-184.987,100.827,-203.029,122.645,-200.741
04-30 1:00,0,163.913,-177.283,109.866,-197.391,133.738,-194.564
04-30 2:00,0,183.58,-166.157,122.889,-189.255,149.724,-185.648
04-30 3:00,0,202.429,-155.464,135.37,-181.445,165.05,-177.084
04-30 4:00,0,215.9,-147.805,144.291,-175.855,176.002,-170.955
04-30 5:00,0,224.106,-143.133,149.724,-172.448,182.675,-167.218
04-30 6:00,127,213.396,-149.23,142.631,-176.896,173.965,-172.096
04-30 7:00,305,-3095.85,306.552,-3115.15,271.988,-3123.93,319.31
04-30 8:00,494,-5054.15,1142.81,-4996.74,1045.12,-5027.12,1195.75
04-30 9:00,664,-6733.16,2321.46,-6625.31,2117.54,-6642.73,2422.17
04-30 10:00,799,-7886.1,3505.42,-7761.94,3194.13,-7721.93,3642.68
04-30 11:00,888,-8524.8,4385.2,-8409.06,4002.06,-8309.56,4550.46
04-30 12:00,923,-8837.85,4801.85,-8719.55,4369.91,-8592.06,4970.22
04-30 13:00,902,-8590.41,4540.33,-8498.03,4153.09,-8385.26,4713.77
04-30 14:00,827,-7957.19,3753.13,-7889.37,3457.49,-7838.17,3933.76
04-30 15:00,703,-6899.54,2626.57,-6854.7,2431.64,-6869.95,2777.08
04-30 16:00,542,-5303.18,1456.71,-5322.63,1357.21,-5347.05,1540
04-30 17:00,359,-3456.01,526.266,-3512.79,480.875,-3509.17,545.582
04-30 18:00,174,190.186,-162.391,127.281,-186.486,155.361,-185.867
04-30 19:00,43,21.1927,-257.109,15.3631,-256.013,17.82,-258.722
04-30 20:00,1,9.05767,-263.822,7.32657,-260.965,7.96913,-264.135
04-30 21:00,0,9.82307,-263.399,7.83347,-260.653,8.59044,-263.794
04-30 22:00,0,23.6359,-255.756,16.9812,-255.015,19.8035,-257.632
04-30 23:00,0,46.8219,-242.891,32.3366,-245.537,38.629,-247.269
05-01 0:00,0,66.6756,-231.843,45.4852,-237.406,54.7522,-238.375
05-01 1:00,0,82.9181,-222.781,56.2423,-230.743,67.9448,-231.085
05-01 2:00,0,98.8529,-213.87,66.7956,-224.198,80.8895,-223.922
05-01 3:00,0,118.168,-203.042,79.588,-216.251,96.583,-215.223
05-01 4:00,0,138.842,-191.42,93.28,-207.732,113.383,-205.892
05-01 5:00,0,155.666,-181.939,104.405,-200.798,127.036,-198.297
05-01 6:00,80,110.793,-207.182,74.6887,-219.297,90.5744,-218.556
05-01 7:00,200,-2076.99,-15.6962,-2080.29,-29.9388,-2092.32,-13.7708
05-01 8:00,347,-3615.64,419.178,-3583.59,376.654,-3621,445.096
05-01 9:00,506,-5185.31,1212.02,-5112.96,1104.88,-5169.47,1276.53
05-01 10:00,620,-6212.35,1975.28,-6139.19,1810.24,-6170.39,2072.23
05-01 11:00,694,-6844.7,2546.29,-6781.09,2344.94,-6774.09,2661.81
05-01 12:00,660,-6461.71,2264.55,-6427.32,2096.72,-6424.84,2374
05-01 13:00,646,-6223.79,2153.75,-6217.91,2001.02,-6217.05,2263.04
05-01 14:00,660,-6267.46,2254.22,-6283.9,2102.14,-6265.53,2364.64
05-01 15:00,554,-5249.4,1522.51,-5299.17,1424.54,-5290.82,1597.29
05-01 16:00,412,-3935.39,763.112,-4003.69,707.326,-4000.56,795.769
05-01 17:00,258,-2422.29,207.873,-2511.02,173.411,-2492.35,203.569
05-01 18:00,130,292.163,-107.489,194.487,-144.222,238.137,-139.354
05-01 19:00,39,121.498,-204.562,81.5529,-214.99,99.0986,-213.801
05-01 20:00,1,64.2799,-233.177,43.9,-238.387,52.8076,-239.449
05-01 21:00,0,9.0583,-263.823,7.32657,-260.965,7.96951,-264.135
05-01 22:00,0,11.0763,-262.706,8.66346,-260.141,9.60776,-263.235
05-01 23:00,0,29.8332,-252.321,21.0855,-252.484,24.835,-254.864
05-02 0:00,0,38.4125,-247.562,26.7673,-248.977,31.8007,-251.03
05-02 1:00,0,55.5242,-238.052,38.1,-241.975,45.6958,-243.373
05-02 2:00,0,91.123,-218.195,61.6766,-227.374,74.61,-227.398
05-02 3:00,0,117.074,-203.657,78.8636,-216.702,95.6941,-215.716
05-02 4:00,0,124.421,-199.531,83.7292,-213.676,101.664,-212.403
05-02 5:00,0,103.575,-211.225,69.9228,-222.256,84.7259,-221.797
05-02 6:00,118,79.5211,-224.677,53.9922,-232.138,65.1854,-232.611
05-02 7:00,288,-2996.41,215.636,-2979.47,186.925,-3006.79,229.799
05-02 8:00,471,-4830.88,1008.01,-4778.14,922.108,-4823.5,1062.63
05-02 9:00,601,-6115.92,1832.48,-6031.7,1680.26,-6080.91,1933.99
05-02 10:00,721,-7227.08,2795.24,-7103.81,2543.35,-7116.99,2921.31
05-02 11:00,821,-8027.8,3707.83,-7912.48,3387.32,-7863.12,3862
05-02 12:00,849,-8160.98,3960.37,-8067.29,3633.4,-7997.71,4130.96
05-02 13:00,846,-8068.05,3911.18,-7993.56,3599.59,-7919.84,4081.32
05-02 14:00,793,-7620.73,3391.87,-7561.31,3135.27,-7525.51,3562.35
05-02 15:00,675,-6533.61,2369.57,-6508.26,2200.87,-6529.25,2511.41
05-02 16:00,521,-5047.12,1312.82,-5069.23,1222.5,-5096.9,1389.03
05-02 17:00,344,-3248.03,495.482,-3331.48,450.759,-3320.97,508.202
05-02 18:00,166,314.687,-94.5091,209.346,-134.835,256.424,-129.023
05-02 19:00,41,116.957,-207.113,78.5505,-216.857,95.4148,-215.845
05-02 20:00,1,59.1224,-236.05,40.4841,-240.5,48.6188,-241.76
05-02 21:00,0,96.8921,-214.968,65.4974,-225.004,79.2966,-224.804
05-02 22:00,0,164.434,-176.988,110.21,-197.176,134.161,-194.328
05-02 23:00,0,214.241,-148.75,143.191,-176.545,174.653,-171.711
05-03 0:00,0,257.211,-124.229,171.649,-158.672,209.602,-152.104
05-03 1:00,0,292.305,-107.428,194.506,-144.231,237.812,-136.198
05-03 2:00,0,318.492,-92.3306,211.786,-133.313,259.053,-124.204
05-03 3:00,0,339.019,-80.457,225.363,-124.717,275.741,-114.761
05-03 4:00,0,351.697,-73.0899,233.999,-122.558,285.952,-108.951
05-03 5:00,0,355.387,-70.9481,236.441,-121.008,288.954,-107.249
05-03 6:00,124,268.562,-121.053,178.989,-157.351,218.389,-147.113
05-03 7:00,292,-2904.79,276.725,-2946.97,243.115,-2944,284.994
05-03 8:00,470,-4736.51,1028.24,-4720.3,946.053,-4754.87,1081.66
05-03 9:00,628,-6231,2032.88,-6185.94,1875.66,-6190.07,2126.02
05-03 10:00,746,-7338.27,3001.3,-7254.28,2751.99,-7223.68,3121.13
05-03 11:00,810,-7888.76,3597.42,-7779.1,3281.11,-7733.01,3741.02
05-03 12:00,821,-8006.09,3712.43,-7887.07,3379.64,-7835.19,3855.48
05-03 13:00,806,-7880.61,3564.57,-7764.74,3248.14,-7724.27,3708.44
05-03 14:00,721,-7159.48,2781.2,-7058.22,2544.83,-7074.59,2921.71
05-03 15:00,574,-5769.99,1636.78,-5708.9,1506.31,-5778.9,1743.14
05-03 16:00,436,-4371.48,830.401,-4351.26,761.464,-4404.67,880.068
05-03 17:00,307,-3036.16,306.157,-3059.22,271.682,-3074.73,318.868
05-03 18:00,165,227.473,-141.196,151.961,-171.023,185.705,-168.877
05-03 19:00,44,237.375,-135.548,158.517,-166.907,193.765,-164.353
05-03 20:00,1,250.818,-127.869,167.415,-161.314,204.708,-158.205
05-03 21:00,0,351.397,-73.2556,233.774,-122.682,286.082,-112.2
05-03 22:00,0,388.956,-54.8041,258.764,-110.186,316.83,-98.1551
05-03 23:00,0,418.672,-37.4407,278.437,-97.645,341.036,-84.3567
05-04 0:00,0,437.946,-26.1404,291.188,-89.4998,356.737,-75.3862
05-04 1:00,0,451.004,-18.4675,299.825,-83.974,367.376,-69.2989
05-04 2:00,0,468.849,-7.96161,311.572,-76.4497,381.848,-61.0066
05-04 3:00,0,484.615,1.34436,322.013,-69.752,394.701,-53.6306
05-04 4:00,0,496.542,5.05912,329.331,-65.0148,403.87,-48.3451
05-04 5:00,0,495.248,4.29326,328.481,-65.5614,402.819,-48.9492
05-04 6:00,131,374.933,-66.3501,249.032,-116.341,304.983,-104.873
05-04 7:00,303,-2912.81,343.086,-2985.84,304.829,-2972.16,348.458
05-04 8:00,482,-4738.87,1109,-4763.54,1028.72,-4773.47,1162.44
05-04 9:00,644,-6368.29,2164.67,-6349.33,2012.8,-6359.59,2284.08
05-04 10:00,769,-7566.75,3224.84,-7495.74,2972.7,-7469.11,3379.63
05-04 11:00,854,-8253.62,4049.85,-8157.84,3704.17,-8080.8,4210.45
05-04 12:00,821,-8059.98,3735.35,-7949.77,3412.82,-7907.29,3898.96
05-04 13:00,731,-7278.35,2863.21,-7163.22,2618,-7193.07,3021
05-04 14:00,594,-6044.7,1780.92,-5950.69,1627.26,-6017.01,1884.52
05-04 15:00,489,-4977.89,1107.75,-4919.48,1012.97,-4985.25,1174
05-04 16:00,440,-4435.46,849.389,-4404.34,777.025,-4451.33,896.26
05-04 17:00,301,-3015.72,275.791,-3023.82,243.416,-3037.97,288.872
05-04 18:00,153,109.883,-204.345,74.0497,-216.372,89.796,-215.628
05-04 19:00,44,86.8836,-217.215,58.8247,-225.82,71.1212,-225.968
05-04 20:00,1,139.848,-187.515,93.8695,-204.044,114.113,-202.128
05-04 21:00,0,240.549,-133.759,160.543,-165.656,195.962,-159.765
05-04 22:00,0,275.399,-117.152,183.247,-151.331,223.976,-143.994
05-04 23:00,0,301.994,-101.855,200.832,-140.237,245.582,-131.814
05-05 0:00,0,322.742,-89.8823,214.503,-131.594,262.393,-122.316
05-05 1:00,0,340.375,-79.6791,226.161,-124.212,276.723,-114.205
05-05 2:00,0,359.02,-68.847,238.741,-119.548,291.778,-105.647
05-05 3:00,0,358.415,-69.1983,238.34,-119.803,291.288,-105.925
05-05 4:00,0,386.662,-56.1572,257.168,-111.221,314.42,-96.171
05-05 5:00,0,393.005,-52.4578,261.365,-108.548,319.578,-93.2363
05-05 6:00,140,271.415,-122.814,180.902,-159.529,220.731,-149.174
05-05 7:00,313,-3105.67,354.38,-3152.98,316.828,-3146.82,365.53
05-05 8:00,496,-4916.3,1182.52,-4933.38,1098.57,-4936.38,1238.54
05-05 9:00,662,-6514.96,2306.09,-6495.28,2140.72,-6484.09,2416.36
05-05 10:00,794,-7695.23,3446.37,-7640.57,3177.58,-7575.93,3583.61
05-05 11:00,878,-8352.05,4271.37,-8291.46,3934.44,-8182.23,4439.92
05-05 12:00,912,-8612.42,4634.08,-8546.39,4257.31,-8405.76,4796.18
05-05 13:00,886,-8441.35,4364.01,-8372.14,4012.86,-8258.13,4531.42
05-05 14:00,785,-7695.43,3367.19,-7611.97,3098.32,-7601.06,3547.44
05-05 15:00,627,-6282.06,2016.77,-6207.05,1853.56,-6262.86,2138.43
05-05 16:00,466,-4709.32,984.598,-4672.02,902.465,-4730.48,1043.58
05-05 17:00,296,-2933.23,266.165,-2953.73,233.881,-2970.56,277.211
05-05 18:00,138,219.438,-145.773,146.643,-174.359,179.165,-172.543
05-05 19:00,40,227.554,-141.15,152.015,-170.988,185.771,-168.84
05-05 20:00,1,253.393,-126.397,169.121,-160.242,206.805,-157.026
05-05 21:00,0,332.74,-84.0826,221.185,-127.344,270.998,-120.775
05-05 22:00,0,348.656,-74.8456,231.963,-123.832,283.853,-113.464
05-05 23:00,0,385.045,-57.0842,256.176,-111.833,313.644,-99.968
05-06 0:00,0,388.853,-54.8644,258.695,-110.23,316.744,-98.2037
05-06 1:00,0,378.158,-61.0963,251.613,-114.736,308.034,-103.16
05-06 2:00,0,384.221,-57.5642,255.631,-112.18,312.973,-100.35
05-06 3:00,0,412.01,-41.3397,274.028,-100.459,335.608,-87.4538
05-06 4:00,0,418.986,-37.2567,278.636,-97.5177,341.288,-84.2124
05-06 5:00,0,415.229,-39.4559,276.146,-99.1068,338.227,-85.9599
05-06 6:00,144,309.829,-100.695,206.399,-143.411,252.408,-134.694
05-06 7:00,320,-3201.94,372.529,-3238.96,334.073,-3247.66,386.497
05-06 8:00,503,-5114.61,1210.05,-5087.26,1116.56,-5125.16,1277.32
05-06 9:00,667,-6695.73,2335.94,-6609.4,2142.68,-6628.13,2449.32
05-06 10:00,797,-7824.93,3471.72,-7715.28,3176.92,-7683.79,3626.76
05-06 11:00,882,-8480.18,4321.7,-8364.91,3945.55,-8271.24,4488.13
05-06 12:00,916,-8823.33,4737.54,-8696.05,4307.03,-8578.64,4907.72
05-06 13:00,897,-8668.77,4524.94,-8546.52,4121,-8447.87,4699.61
05-06 14:00,825,-8122.07,3778.74,-8004.74,3454.26,-7973.83,3961.7
05-06 15:00,705,-7017.26,2655.94,-6942.63,2446.51,-6970.53,2808.94
05-06 16:00,547,-5494.98,1458.02,-5455.74,1348.26,-5513.97,1552.59
05-06 17:00,367,-3721.43,505.597,-3696.71,457.197,-3746.28,535.697
05-06 18:00,186,103.135,-208.096,69.6504,-219.08,84.5539,-221.881
05-06 19:00,52,78.8412,-221.675,53.5719,-229.051,64.8065,-232.815
05-06 20:00,2,87.752,-216.699,59.4713,-225.395,72.0503,-228.807
